	index	Answer	Question	posNum	foreign	noun	noun+foreign/extra	others	foreignNum	nounNum	noun+foreign/extraNum	othersNum
10	0	수지형체외식초음파프로브	(1) 의료용프로브(A58020) (2) 1등급 나. 형 명(모델명) (1) 형명(모델명) : 5V2C (본체: ACUSON Sequoia C256 Echocardiography System) 다.본 제품은 본체인 초음파영상진단장치(ACUSON Sequoia C256 Echocardiography System)에 연결하여 사용하는 초음파 센서로 초음파 송, 수신부로부터 발생되는 펄스신호를 실제 초음파 빔으로 변환시켜 신체에 투과시키며 반대로 신체로부터 반사되어 오는 초음파를 수신하 여 초음파신호를 초음파 송,수신부로 보내는 역할을 한다.	98	['ACUSON', 'Sequoia', 'Echocardiography', 'System', 'Sequoia', 'Echocardiography', 'System']	['1', '2', '1등급', '나', '형', '1', '5V2C', '본체', 'C256', '다.본', '제품', '본체', 'C256', '연결', '사용', '초음파', '센서', '초음파', '송,', '수신부', '발생', '펄스신호', '실제', '초음파', '변환', '신체', '투과', '반대', '신체', '반사', '초음파', '수신', '여', '초음파신호', '초음파', '송,수신부', '역할']	['의료용프로브(A58020)', '명(모델명)', '형명(모델명)', '초음파영상진단장치(ACUSON']	[('(', 'S'), (')', 'S'), ('(', 'S'), (')', 'S'), ('.', 'S'), ('(', 'S'), (')', 'S'), (':', 'S'), ('(', 'S'), (':', 'S'), (')', 'S'), ('은', 'J'), ('이', 'J'), ('ㄴ', 'E'), (')', 'S'), ('에', 'J'), ('하', 'X'), ('어', 'E'), ('하', 'X'), ('는', 'E'), ('로', 'J'), ('로부터', 'J'), ('되', 'X'), ('는', 'E'), ('를', 'J'), ('비', 'P'), ('ㅁ', 'E'), ('으로', 'J'), ('시키', 'X'), ('어', 'E'), ('에', 'J'), ('시키', 'X'), ('며', 'E'), ('로', 'J'), ('로부터', 'J'), ('되', 'X'), ('어', 'E'), ('오', 'P'), ('는', 'E'), ('를', 'J'), ('하', 'X'), ('어', 'E'), ('를', 'J'), ('로', 'J'), ('보내', 'P'), ('는', 'E'), ('을', 'J'), ('하', 'P'), ('ㄴ다', 'E'), ('.', 'S')]	7	37	4	50
11	0	수지형체외식초음파프로브	(1) 의료용프로브(A58020) (2) 1등급 나. 형 명(모델명) (1) 형명(모델명) : 17L5 HD, 8L5T, 7L3, Aux CW 2.0, PX4-1, C4-2(2.0C4-2), C6F-3, CH5-2, 5.0L45 다.본 제품은 초음파 센서로 초음파 송, 수신부로부터 발생되는 펄스신호 를 실제 초음파 빔으로 변환시켜 신체에 투과시키며 반대로 신체로부 터 반사되어 오는 초음파를 수신하여 초음파신호를 초음파 송,수신부로 보내는 역할을 한다.	87	['HD', 'Aux', 'CW']	['1', '2', '1등급', '나', '형', '1', '17L5', '8L5T,', '7L3,', '2.0', 'PX4-1,', '0C4-2),', 'C6F-3,', 'CH5-2,', '5.', '0L45', '다.본', '제품', '초음파', '센서', '초음파', '송,', '수신부', '발생', '펄스신호', '를', '실제', '초음파', '변환', '신체', '투과', '반대', '신체로부', '터', '반사', '초음파', '수신', '초음파신호', '초음파', '송,수신부', '역할']	['의료용프로브(A58020)', '명(모델명)', '형명(모델명)', 'C4-2(2.']	[('(', 'S'), (')', 'S'), ('(', 'S'), (')', 'S'), ('.', 'S'), ('(', 'S'), (')', 'S'), (':', 'S'), (',', 'S'), (',', 'S'), ('은', 'J'), ('로', 'J'), ('로부터', 'J'), ('되', 'X'), ('는', 'E'), ('비', 'P'), ('ㅁ', 'E'), ('으로', 'J'), ('시키', 'X'), ('어', 'E'), ('에', 'J'), ('시키', 'X'), ('며', 'E'), ('로', 'J'), ('되', 'X'), ('어', 'E'), ('오', 'P'), ('는', 'E'), ('를', 'J'), ('하', 'X'), ('어', 'E'), ('를', 'J'), ('로', 'J'), ('보내', 'P'), ('는', 'E'), ('을', 'J'), ('하', 'P'), ('ㄴ다', 'E'), ('.', 'S')]	3	41	4	39
12	0	수술용장갑	천연고무라텍스를 주원료로 하여 제조한 의료용 고무 장갑으로서 고무질 두께가 전체적으로 균등하며, 천연색으로서 전장이 최소 265mm이상인 의료용 장갑.	33	[]	['천연고무라텍스', '주원료', '제조', '의료용', '고무', '장갑', '고무질', '두께', '전체적', '균등', '천연색', '전장', '최소', '265mm이상', '의료용', '장갑']	[]	[('를', 'J'), ('로', 'J'), ('하', 'P'), ('어', 'E'), ('하', 'X'), ('ㄴ', 'E'), ('으로서', 'J'), ('가', 'J'), ('으로', 'J'), ('하', 'X'), ('며', 'E'), (',', 'S'), ('으로서', 'J'), ('이', 'J'), ('이', 'J'), ('ㄴ', 'E'), ('.', 'S')]	0	16	0	17
13	0	안과용관류흡인기	본 제품은 재주입을 목적으로 하지 않고 액상 또는 반고체의 물질을 흡인하는 안과용관류흡인 기로써, 초자체흡인절단기와 함께 사용하는 부분품이며 초자체흡인절단기가 초자체를 절단하고 난 후에 흡인하는 역할을 한다.	54	[]	['제품', '재주입', '목적', '액상', '반고체', '물질', '흡인', '안과용관류흡', '기', '초자체흡인절단기', '사용', '부분품', '초자체흡인절단기', '초자체', '절단', '후', '흡인', '역할']	[]	[('보', 'P'), ('ㄴ', 'E'), ('은', 'J'), ('을', 'J'), ('으로', 'J'), ('하', 'P'), ('지', 'E'), ('않', 'P'), ('고', 'E'), ('또는', 'M'), ('의', 'J'), ('을', 'J'), ('하', 'X'), ('는', 'E'), ('이', 'J'), ('ㄴ', 'E'), ('로써', 'J'), (',', 'S'), ('와', 'J'), ('함께', 'M'), ('하', 'X'), ('는', 'E'), ('이', 'J'), ('며', 'E'), ('가', 'J'), ('를', 'J'), ('하고', 'J'), ('나', 'P'), ('ㄴ', 'E'), ('에', 'J'), ('하', 'X'), ('는', 'E'), ('을', 'J'), ('하', 'P'), ('ㄴ다', 'E'), ('.', 'S')]	0	18	0	36
14	0	수술용장갑	천연고무라텍스를 주원료로 하여 제조한 의료용 고무 장갑으로서 고무질 두께가 전체적으로 균등하며, 천연색으로서 전장이 최소 265mm이상인 의료용 장갑.	33	[]	['천연고무라텍스', '주원료', '제조', '의료용', '고무', '장갑', '고무질', '두께', '전체적', '균등', '천연색', '전장', '최소', '265mm이상', '의료용', '장갑']	[]	[('를', 'J'), ('로', 'J'), ('하', 'P'), ('어', 'E'), ('하', 'X'), ('ㄴ', 'E'), ('으로서', 'J'), ('가', 'J'), ('으로', 'J'), ('하', 'X'), ('며', 'E'), (',', 'S'), ('으로서', 'J'), ('이', 'J'), ('이', 'J'), ('ㄴ', 'E'), ('.', 'S')]	0	16	0	17
15	0	인상전처치제	하는 것 치아의 주형을 만들때 인상재료의 경화가 촉진되도록 인상전 인상재료의 처치에 사용	23	[]	['것', '치아', '주형', '때', '인상재료', '경화', '촉진', '인상전', '인상재료', '처치', '사용']	[]	[('하', 'P'), ('는', 'E'), ('의', 'J'), ('을', 'J'), ('만들', 'P'), ('ㄹ', 'E'), ('의', 'J'), ('가', 'J'), ('되', 'X'), ('도록', 'E'), ('의', 'J'), ('에', 'J')]	0	11	0	12
16	0	수지형체외식초음파프로브	본 제품은 환자의 체표 위를 이동시켜 초음파 진단을 하는 수지형 장치인 체외식 초음파 프로브이다. 프로브 내의 압전 소자가 초음파영상진단장치로부터 생성되는 전기신호를 초음파 신호로 변환하고, 변환된 초음파 신호는 인체에 가해진 후 다시 반사된다. 반사된 신호는 다시 전기 신호로 변환되고 프로세싱을 통해 환자의 인체 내부 영상을 생성한다.	92	[]	['제품', '환자', '체표', '위', '이동', '초음파', '진단', '수지형', '장치', '체외식', '초음파', '프로브', '프로브', '내', '압전', '소자', '초음파영상진단장치', '생성', '전기신호', '초음파', '신호', '변환', '변환', '초음파', '신호', '인체', '후', '반사', '반사', '신호', '전기', '신호', '변환', '프로세싱', '환자', '인체', '내부', '영상', '생성']	[]	[('보', 'P'), ('ㄴ', 'E'), ('은', 'J'), ('의', 'J'), ('를', 'J'), ('시키', 'X'), ('어', 'E'), ('을', 'J'), ('하', 'P'), ('는', 'E'), ('이', 'J'), ('ㄴ', 'E'), ('이', 'J'), ('다', 'E'), ('.', 'S'), ('의', 'J'), ('가', 'J'), ('로부터', 'J'), ('되', 'X'), ('는', 'E'), ('를', 'J'), ('로', 'J'), ('하고', 'J'), (',', 'S'), ('되', 'X'), ('ㄴ', 'E'), ('는', 'J'), ('에', 'J'), ('가', 'P'), ('아', 'E'), ('하', 'P'), ('어', 'E'), ('지', 'P'), ('ㄴ', 'E'), ('다시', 'M'), ('되', 'X'), ('ㄴ다', 'E'), ('.', 'S'), ('되', 'X'), ('ㄴ', 'E'), ('는', 'J'), ('다시', 'M'), ('로', 'J'), ('되', 'X'), ('고', 'E'), ('을', 'J'), ('통하', 'P'), ('어', 'E'), ('의', 'J'), ('을', 'J'), ('하', 'X'), ('ㄴ다', 'E'), ('.', 'S')]	0	39	0	53
17	0	수지형체외식초음파프로브	본 제품은 환자의 체표 위를 이동시켜 초음파 진단을 하는데 사용하는 수지형 장치인 체외식 초음파 프로브로 초음파영상진단장치와 함께 사용된다. 프로브 내의 압전 소자 가 초음파영상진단장치로부터 생성되는 전기신호를 초음파 신호로 변환하고, 변환된 초음파 신호는 인체에 가해진 후 다시 반사된다. 반사된 신호는 다시 전기 신호로 변 환되고 여러 프로세싱을 통해 환자의 인체 내부 영상을 생성한다.	104	[]	['제품', '환자', '체표', '위', '이동', '초음파', '진단', '사용', '수지형', '장치', '체외식', '초음파', '프로브', '초음파영상진단장치', '사용', '프로브', '내', '압전', '소', '초음파영상진단장치', '생성', '전기신호', '초음파', '신호', '변환', '변환', '초음파', '신호', '인체', '후', '반사', '반사', '신호', '전기', '신호', '변', '환', '프로세싱', '환자', '인체', '내부', '영상', '생성']	[]	[('보', 'P'), ('ㄴ', 'E'), ('은', 'J'), ('의', 'J'), ('를', 'J'), ('시키', 'X'), ('어', 'E'), ('을', 'J'), ('하', 'P'), ('ㄴ데', 'E'), ('하', 'X'), ('는', 'E'), ('이', 'J'), ('ㄴ', 'E'), ('로', 'J'), ('와', 'J'), ('함께', 'M'), ('되', 'X'), ('ㄴ다', 'E'), ('.', 'S'), ('의', 'J'), ('이', 'J'), ('자', 'E'), ('가', 'J'), ('로부터', 'J'), ('되', 'X'), ('는', 'E'), ('를', 'J'), ('로', 'J'), ('하고', 'J'), (',', 'S'), ('되', 'X'), ('ㄴ', 'E'), ('는', 'J'), ('에', 'J'), ('가', 'P'), ('아', 'E'), ('하', 'P'), ('어', 'E'), ('지', 'P'), ('ㄴ', 'E'), ('다시', 'M'), ('되', 'X'), ('ㄴ다', 'E'), ('.', 'S'), ('되', 'X'), ('ㄴ', 'E'), ('는', 'J'), ('다시', 'M'), ('로', 'J'), ('되', 'X'), ('고', 'E'), ('여러', 'M'), ('을', 'J'), ('통하', 'P'), ('어', 'E'), ('의', 'J'), ('을', 'J'), ('하', 'X'), ('ㄴ다', 'E'), ('.', 'S')]	0	43	0	61
18	0	비접촉식일회용외과용드레이프	대퇴부위의 혈관조영 시술 시 수술 부위에 덮어 오염 등에서부터 보호하는 데에 사용 하는 외과용 드레이프	23	[]	['대퇴부위', '혈관조영', '시술', '시', '수술', '부위', '오염', '등', '보호', '데', '사용', '외과용', '드레이프']	[]	[('의', 'J'), ('에', 'J'), ('덮', 'P'), ('어', 'E'), ('에서부터', 'J'), ('하', 'X'), ('는', 'E'), ('에', 'J'), ('하', 'P'), ('는', 'E')]	0	13	0	10
19	0	의료용고속·초고속원심분리장치	본 기기는 혈액 및 검체를 고속회전에 의한 원심력으로 용매와 용질을 분리시키고 챔버 내의 온도를 조절할 수 있는 의료용온도조절원심분리용 기구이다. 본 기기는 챔버, 도어부, 로터부, 튜브 사양에 맞게 장착 할 수 있는 아답터부, 냉동부로 구성되어 있다.	68	[]	['혈액', '검체', '고속회전', '원심력', '용매', '용질', '분리', '챔버', '내', '온도', '조절', '수', '의료용온도조절원심분리용', '기구', '챔버,', '도어부', '로터부', '튜브', '사양', '장착', '수', '아답터부,', '냉동부', '구성']	[]	[('보', 'P'), ('ㄴ', 'E'), ('기', 'P'), ('기', 'E'), ('는', 'J'), ('및', 'M'), ('를', 'J'), ('에', 'J'), ('의하', 'P'), ('ㄴ', 'E'), ('으로', 'J'), ('와', 'J'), ('을', 'J'), ('시키', 'X'), ('고', 'E'), ('의', 'J'), ('를', 'J'), ('하', 'X'), ('ㄹ', 'E'), ('있', 'P'), ('는', 'E'), ('이', 'J'), ('다', 'E'), ('.', 'S'), ('보', 'P'), ('ㄴ', 'E'), ('기', 'P'), ('기', 'E'), ('는', 'J'), (',', 'S'), (',', 'S'), ('에', 'J'), ('맞', 'P'), ('게', 'E'), ('하', 'P'), ('ㄹ', 'E'), ('있', 'P'), ('는', 'E'), ('로', 'J'), ('되', 'X'), ('어', 'E'), ('있', 'P'), ('다', 'E'), ('.', 'S')]	0	24	0	44
